"","NO","miRBase.ID(s)","HGNC.symbol","family.No.","Chromosome","Gene.Start.(bp)","Gene.End.(bp)","Strand"
"198",74,"hsa-mir-301a","MIR301A",301,"17",59151136,59151221,-1
"1370",75,"hsa-mir-4729","MIR4729",4729,"17",59366083,59366154,1
"34",76,"hsa-mir-21","MIR21",21,"17",59841266,59841337,1
"1378",77,"hsa-mir-4737","MIR4737",4737,"17",60043025,60043105,-1
"547",78,"hsa-mir-633","MIR633",633,"17",62944215,62944312,1
"716",79,"hsa-mir-1273e","MIR1273E",1273,"17",64425069,64425170,-1
"811",80,"hsa-mir-3064","MIR3064",3064,"17",64500774,64500839,-1
"1461",81,"hsa-mir-5047","MIR5047",5047,"17",64501214,64501313,-1
"1550",82,"hsa-mir-6080","MIR6080",6080,"17",64780759,64780824,1
"1116",83,"hsa-mir-4315-2","MIR4315-2",4315,"17",64822030,64822102,-1
"548",84,"hsa-mir-634","MIR634",634,"17",66787072,66787168,1
"393",85,"hsa-mir-548aa-2","MIR548AA2",548,"17",67471489,67471585,1
"426",86,"hsa-mir-548d-2","MIR548D2",548,"17",67471489,67471585,-1
"549",87,"hsa-mir-635","MIR635",635,"17",68424451,68424548,-1
"1251",88,"hsa-mir-4524b","MIR4524B",4524,"17",69099542,69099656,1
"1250",89,"hsa-mir-4524a","MIR4524A",4524,"17",69099564,69099632,-1
"935",90,"hsa-mir-3615","MIR3615",3615,"17",74748613,74748699,1
"976",91,"hsa-mir-3678","MIR3678",3678,"17",75406069,75406162,1
"1674",92,"hsa-mir-6785","MIR6785",6785,"17",75498548,75498628,1
"1379",93,"hsa-mir-4738","MIR4738",4738,"17",75784521,75784607,-1
"1761",94,"hsa-mir-6868","MIR6868",6868,"17",76098019,76098076,-1
"550",95,"hsa-mir-636","MIR636",636,"17",76736450,76736548,-1
"1596",96,"hsa-mir-6516","MIR6516",6516,"17",77089417,77089497,1
"1117",97,"hsa-mir-4316","MIR4316",4316,"17",77396984,77397054,-1
"1380",98,"hsa-mir-4739","MIR4739",4739,"17",79707176,79707249,-1
"707",99,"hsa-mir-1268b","MIR1268B",1268,"17",80098828,80098877,1
"1371",100,"hsa-mir-4730","MIR4730",4730,"17",80419418,80419493,1
"572",101,"hsa-mir-657","MIR657",657,"17",81125276,81125373,-1
"812",102,"hsa-mir-3065","MIR3065",3065,"17",81125877,81125955,1
"226",103,"hsa-mir-338","MIR338",338,"17",81125883,81125949,-1
"685",104,"hsa-mir-1250","MIR1250",1250,"17",81133196,81133308,-1
"1381",105,"hsa-mir-4740","MIR4740",4740,"17",81400716,81400778,-1
"904",106,"hsa-mir-3186","MIR3186",3186,"17",81451104,81451188,-1
"1675",107,"hsa-mir-6786","MIR6786",6786,"17",81693757,81693869,1
"1676",108,"hsa-mir-6787","MIR6787",6787,"17",82236668,82236728,1
"1252",109,"hsa-mir-4525","MIR4525",4525,"17",82668233,82668307,-1
"1868",1,"hsa-mir-8078","MIR8078",8078,"18",112256,112339,-1
"1601",2,"hsa-mir-6718","MIR6718",6718,"18",3885353,3885432,1
"1047",3,"hsa-mir-3976","MIR3976",3976,"18",5840695,5840833,1
"1118",4,"hsa-mir-4317","MIR4317",4317,"18",6374361,6374425,-1
"1677",5,"hsa-mir-6788","MIR6788",6788,"18",10759584,10759649,-1
"1801",6,"hsa-mir-7153","MIR7153",7153,"18",11654885,11654941,-1
"1477",7,"hsa-mir-5190","MIR5190",5190,"18",13459947,13460026,1
"1253",8,"hsa-mir-4526","MIR4526",4526,"18",13611114,13611200,1
"865",9,"hsa-mir-3156-2","MIR3156-2",3156,"18",14830166,14830242,1
"209",10,"hsa-mir-320c-1","MIR320C1",320,"18",21683510,21683597,1
"102",11,"hsa-mir-133a-1","MIR133A1",133,"18",21825698,21825785,-1
"13",12,"hsa-mir-1-2","MIR1-2",1,"18",21829004,21829088,-1
"1382",13,"hsa-mir-4741","MIR4741",4741,"18",22933349,22933438,1
"210",14,"hsa-mir-320c-2","MIR320C2",320,"18",24321686,24321735,1
"1845",15,"hsa-mir-8057","MIR8057",8057,"18",26591467,26591535,-1
"205",16,"hsa-mir-302f","MIR302F",302,"18",30298910,30298960,1
"1046",17,"hsa-mir-3975","MIR3975",3975,"18",35591737,35591806,1
"146",18,"hsa-mir-187","MIR187",187,"18",35904818,35904926,-1
"1029",19,"hsa-mir-3929","MIR3929",3929,"18",35934088,35934142,-1
"1119",20,"hsa-mir-4318","MIR4318",4318,"18",37657135,37657215,1
"622",21,"hsa-mir-924","MIR924",924,"18",39622123,39622175,-1
"1492",22,"hsa-mir-5583-2","MIR5583-2",5583,"18",39676719,39676777,-1
"1491",23,"hsa-mir-5583-1","MIR5583-1",5583,"18",39676721,39676779,1
"1120",24,"hsa-mir-4319","MIR4319",4319,"18",44970082,44970166,-1
"1254",25,"hsa-mir-4527","MIR4527",4527,"18",47380496,47380565,1
"1384",26,"hsa-mir-4743","MIR4743",4743,"18",48670600,48670668,1
"1385",27,"hsa-mir-4744","MIR4744",4744,"18",49049687,49049768,-1
"776",28,"hsa-mir-1539","MIR1539",1539,"18",49487373,49487422,1
"1121",29,"hsa-mir-4320","MIR4320",4320,"18",50126499,50126563,-1
"1255",30,"hsa-mir-4528","MIR4528",4528,"18",53237101,53237190,1
"1256",31,"hsa-mir-4529","MIR4529",4529,"18",55479221,55479298,1
"86",32,"hsa-mir-122","MIR122",122,"18",58451074,58451158,1
"925",33,"hsa-mir-3591","MIR3591",3591,"18",58451080,58451152,-1
"1460",34,"hsa-mir-5011","MIR5011",5011,"18",67081584,67081686,1
"416",35,"hsa-mir-548av","MIR548AV",548,"18",72853321,72853382,-1
"751",1,"hsa-mir-1302-11","MIR1302-11",1302,"19",71973,72110,1
"1386",2,"hsa-mir-4745","MIR4745",4745,"19",804940,805001,1
"905",3,"hsa-mir-3187","MIR3187",3187,"19",813584,813653,1
"781",4,"hsa-mir-1909","MIR1909",1909,"19",1816159,1816238,-1
"664",5,"hsa-mir-1227","MIR1227",1227,"19",2234062,2234149,-1
"1678",6,"hsa-mir-6789","MIR6789",6789,"19",2235829,2235926,-1
"1122",7,"hsa-mir-4321","MIR4321",4321,"19",2250639,2250718,1
"1791",8,"hsa-mir-7108","MIR7108",7108,"19",2434914,2435000,-1
"1826",9,"hsa-mir-7850","MIR7850",7850,"19",2630715,2630793,1
"551",10,"hsa-mir-637","MIR637",637,"19",3961414,3961512,-1
"1387",11,"hsa-mir-4746","MIR4746",4746,"19",4445978,4446048,1
"16",12,"hsa-mir-7-3","MIR7-3",7,"19",4770670,4770779,1
"1388",13,"hsa-mir-4747","MIR4747",4747,"19",4932687,4932740,1
"1778",14,"hsa-mir-6885","MIR6885",6885,"19",6389638,6389703,-1
"1679",15,"hsa-mir-6790","MIR6790",6790,"19",6392921,6392983,-1
"1036",16,"hsa-mir-3940","MIR3940",3940,"19",6416410,6416511,-1
"1680",17,"hsa-mir-6791","MIR6791",6791,"19",6736712,6736778,-1
"1681",18,"hsa-mir-6792","MIR6792",6792,"19",7617439,7617505,1
"1449",19,"hsa-mir-4999","MIR4999",4999,"19",8389290,8389380,-1
"1498",20,"hsa-mir-5589","MIR5589",5589,"19",10038354,10038413,1
"1123",21,"hsa-mir-4322","MIR4322",4322,"19",10230413,10230485,1
"642",22,"hsa-mir-1181","MIR1181",1181,"19",10403458,10403538,-1
"673",23,"hsa-mir-1238","MIR1238",1238,"19",10552122,10552204,1
"552",24,"hsa-mir-638","MIR638",638,"19",10718404,10718503,1
"1389",25,"hsa-mir-4748","MIR4748",4748,"19",10780254,10780335,1
"162",26,"hsa-mir-199a-1","MIR199A1",199,"19",10817426,10817496,-1
"1682",27,"hsa-mir-6793","MIR6793",6793,"19",10828973,10829035,1
"1779",28,"hsa-mir-6886","MIR6886",6886,"19",11113474,11113534,1
"1835",29,"hsa-mir-7974","MIR7974",7974,"19",11495544,11495622,-1
"1506",30,"hsa-mir-5684","MIR5684",5684,"19",12787128,12787192,1
"1683",31,"hsa-mir-6794","MIR6794",6794,"19",12852260,12852327,1
"1520",32,"hsa-mir-5695","MIR5695",5695,"19",12920320,12920404,1
"1595",33,"hsa-mir-6515","MIR6515",6515,"19",12940484,12940540,1
"40",34,"hsa-mir-24-2","MIR24-2",24,"19",13836287,13836359,-1
"45",35,"hsa-mir-27a","MIR27A",27,"19",13836440,13836517,-1
"36",36,"hsa-mir-23a","MIR23A",23,"19",13836587,13836659,-1
"139",37,"hsa-mir-181c","MIR181C",181,"19",13874699,13874808,1
"140",38,"hsa-mir-181d","MIR181D",181,"19",13874875,13875011,1
"652",39,"hsa-mir-1199","MIR1199",1199,"19",14073361,14073479,1
"553",40,"hsa-mir-639","MIR639",639,"19",14529543,14529640,1
"1684",41,"hsa-mir-6795","MIR6795",6795,"19",15179283,15179350,-1
"772",42,"hsa-mir-1470","MIR1470",1470,"19",15449548,15449608,1
"906",43,"hsa-mir-3188","MIR3188",3188,"19",18282077,18282161,1
"907",44,"hsa-mir-3189","MIR3189",3189,"19",18386562,18386634,1
"554",45,"hsa-mir-640","MIR640",640,"19",19435063,19435158,1
"710",46,"hsa-mir-1270","MIR1270",1270,"19",20399272,20399354,-1
"1780",47,"hsa-mir-6887","MIR6887",6887,"19",35122700,35122764,1
"1483",48,"hsa-mir-5196","MIR5196",5196,"19",35345513,35345627,1
"1257",49,"hsa-mir-4530","MIR4530",4530,"19",39409623,39409678,-1
"1602",50,"hsa-mir-6719","MIR6719",6719,"19",39829716,39829802,-1
"555",51,"hsa-mir-641","MIR641",641,"19",40282543,40282641,-1
"1685",52,"hsa-mir-6796","MIR6796",6796,"19",40369846,40369907,1
"1686",53,"hsa-mir-6797","MIR6797",6797,"19",41869627,41869698,1
"1124",54,"hsa-mir-4323","MIR4323",4323,"19",42133445,42133513,-1
"1867",55,"hsa-mir-8077","MIR8077",8077,"19",42351131,42351205,1
"1258",56,"hsa-mir-4531","MIR4531",4531,"19",44653686,44653732,-1
"1875",57,"hsa-mir-8085","MIR8085",8085,"19",44758657,44758721,1
"1558",58,"hsa-mir-6088","MIR6088",6088,"19",45436654,45436704,1
"222",59,"hsa-mir-330","MIR330",330,"19",45638994,45639087,-1
"556",60,"hsa-mir-642a","MIR642A",642,"19",45674928,45675024,1
"557",61,"hsa-mir-642b","MIR642B",642,"19",45674932,45675008,-1
"601",62,"hsa-mir-769","MIR769",769,"19",46018932,46019049,1
"213",63,"hsa-mir-320e","MIR320E",320,"19",46709293,46709345,-1
"908",64,"hsa-mir-3190","MIR3190",3190,"19",47226942,47227021,1
"909",65,"hsa-mir-3191","MIR3191",3191,"19",47226944,47227019,-1
"1687",66,"hsa-mir-6798","MIR6798",6798,"19",49009906,49009972,1
"1125",67,"hsa-mir-4324","MIR4324",4324,"19",49308797,49308868,-1
"127",68,"hsa-mir-150","MIR150",150,"19",49500785,49500868,-1
"1463",69,"hsa-mir-5088","MIR5088",5088,"19",49682117,49682195,1
"1688",70,"hsa-mir-6799","MIR6799",6799,"19",49791866,49791934,1
"1689",71,"hsa-mir-6800","MIR6800",6800,"19",49832018,49832099,1
"1390",72,"hsa-mir-4749","MIR4749",4749,"19",49854591,49854651,1
"1391",73,"hsa-mir-4750","MIR4750",4750,"19",49888175,49888230,1
"1392",74,"hsa-mir-4751","MIR4751",4751,"19",49933064,49933137,1
"1864",75,"hsa-mir-8074","MIR8074",8074,"19",51206929,51207009,-1
"73",76,"hsa-mir-99b","MIR99B",99,"19",51692612,51692681,1
"7",77,"hsa-let-7e","MIRLET7E",7,"19",51692786,51692864,1
"90",78,"hsa-mir-125a","MIR125A",125,"19",51693254,51693339,1
"1690",79,"hsa-mir-6801","MIR6801",6801,"19",52222020,52222098,1
"558",80,"hsa-mir-643","MIR643",643,"19",52281797,52281893,1
"331",81,"hsa-mir-512-1","MIR512-1",512,"19",53666679,53666762,1
"332",82,"hsa-mir-512-2","MIR512-2",512,"19",53669157,53669254,1
"767",83,"hsa-mir-1323","MIR1323",1323,"19",53671968,53672040,1
"313",84,"hsa-mir-498","MIR498",498,"19",53674197,53674320,1
"367",85,"hsa-mir-520e","MIR520E",520,"19",53675711,53675797,1
"341",86,"hsa-mir-515-1","MIR515-1",515,"19",53679003,53679085,1
"362",87,"hsa-mir-519e","MIR519E",519,"19",53679940,53680023,1
"368",88,"hsa-mir-520f","MIR520F",520,"19",53682159,53682245,1
"342",89,"hsa-mir-515-2","MIR515-2",515,"19",53685009,53685091,1
"360",90,"hsa-mir-519c","MIR519C",519,"19",53686469,53686555,1
"727",91,"hsa-mir-1283-1","MIR1283-1",1283,"19",53688481,53688567,1
"363",92,"hsa-mir-520a","MIR520A",520,"19",53690881,53690965,1
"379",93,"hsa-mir-526b","MIR526B",526,"19",53694393,53694475,1
"359",94,"hsa-mir-519b","MIR519B",519,"19",53695213,53695293,1
"376",95,"hsa-mir-525","MIR525",525,"19",53697533,53697617,1
"374",96,"hsa-mir-523","MIR523",523,"19",53698385,53698471,1
"356",97,"hsa-mir-518f","MIR518F",518,"19",53700015,53700101,1
"364",98,"hsa-mir-520b","MIR520B",520,"19",53701227,53701287,1
"352",99,"hsa-mir-518b","MIR518B",518,"19",53702737,53702819,1
"377",100,"hsa-mir-526a-1","MIR526A1",526,"19",53706252,53706336,1
"365",101,"hsa-mir-520c","MIR520C",520,"19",53707453,53707539,1
"353",102,"hsa-mir-518c","MIR518C",518,"19",53708735,53708835,1
"375",103,"hsa-mir-524","MIR524",524,"19",53711002,53711088,1
"347",104,"hsa-mir-517a","MIR517A",517,"19",53712268,53712354,1
"361",105,"hsa-mir-519d","MIR519D",519,"19",53713347,53713434,1
"372",106,"hsa-mir-521-2","MIR521-2",521,"19",53716594,53716680,1
"366",107,"hsa-mir-520d","MIR520D",520,"19",53720096,53720182,1
"348",108,"hsa-mir-517b","MIR517B",517,"19",53721076,53721142,1
"369",109,"hsa-mir-520g","MIR520G",520,"19",53722166,53722255,1
"346",110,"hsa-mir-516b-2","MIR516B2",516,"19",53725442,53725526,1
"378",111,"hsa-mir-526a-2","MIR526A2",526,"19",53726922,53726986,1
"355",112,"hsa-mir-518e","MIR518E",518,"19",53729838,53729925,1
"350",113,"hsa-mir-518a-1","MIR518A1",518,"19",53731006,53731090,1
"354",114,"hsa-mir-518d","MIR518D",518,"19",53734877,53734963,1
"345",115,"hsa-mir-516b-1","MIR516B1",516,"19",53736845,53736934,1
"351",116,"hsa-mir-518a-2","MIR518A2",518,"19",53739333,53739419,1
"349",117,"hsa-mir-517c","MIR517C",517,"19",53741313,53741407,1
"370",118,"hsa-mir-520h","MIR520H",520,"19",53742512,53742599,1
"371",119,"hsa-mir-521-1","MIR521-1",521,"19",53748636,53748722,1
"373",120,"hsa-mir-522","MIR522",522,"19",53751211,53751297,1
"357",121,"hsa-mir-519a-1","MIR519A1",519,"19",53752397,53752481,1
"380",122,"hsa-mir-527","MIR527",527,"19",53754018,53754102,1
"343",123,"hsa-mir-516a-1","MIR516A1",516,"19",53756741,53756830,1
"728",124,"hsa-mir-1283-2","MIR1283-2",1283,"19",53758232,53758318,1
"344",125,"hsa-mir-516a-2","MIR516A2",516,"19",53761133,53761222,1
"358",126,"hsa-mir-519a-2","MIR519A2",519,"19",53762344,53762430,1
"240",127,"hsa-mir-371a","MIR371A",371,"19",53787675,53787741,1
"241",128,"hsa-mir-371b","MIR371B",371,"19",53787677,53787742,-1
"242",129,"hsa-mir-372","MIR372",372,"19",53787890,53787956,1
"243",130,"hsa-mir-373","MIR373",373,"19",53788705,53788773,1
"625",131,"hsa-mir-935","MIR935",935,"19",53982307,53982397,1
"1393",132,"hsa-mir-4752","MIR4752",4752,"19",54282109,54282180,1
"1849",133,"hsa-mir-8061","MIR8061",8061,"19",54645309,54645383,1
"1836",134,"hsa-mir-7975","MIR7975",7975,"19",55123225,55123292,-1
"1693",135,"hsa-mir-6804","MIR6804",6804,"19",55230885,55230952,-1
"1691",136,"hsa-mir-6802","MIR6802",6802,"19",55239912,55239976,-1
"1692",137,"hsa-mir-6803","MIR6803",6803,"19",55245186,55245250,-1
"1694",138,"hsa-mir-6805","MIR6805",6805,"19",55388181,55388242,1
"1695",139,"hsa-mir-6806","MIR6806",6806,"19",58334688,58334751,1
"1395",140,"hsa-mir-4754","MIR4754",4754,"19",58386770,58386858,-1
"1696",141,"hsa-mir-6807","MIR6807",6807,"19",58550285,58550376,1
"1762",1,"hsa-mir-6869","MIR6869",6869,"20",1392900,1392961,-1
"739",2,"hsa-mir-1292","MIR1292",1292,"20",2652777,2652842,1
"78",3,"hsa-mir-103a-2","MIR103A2",103,"20",3917494,3917571,1
"80",4,"hsa-mir-103b-2","MIR103B2",103,"20",3917502,3917563,-1
"1850",5,"hsa-mir-8062","MIR8062",8062,"20",7371608,7371692,1
"1763",6,"hsa-mir-6870","MIR6870",6870,"20",10649636,10649695,-1
"910",7,"hsa-mir-3192","MIR3192",3192,"20",18470615,18470691,1
"578",8,"hsa-mir-663a","MIR663A",663,"20",26208186,26208278,-1
"911",9,"hsa-mir-3193","MIR3193",3193,"20",31607186,31607240,1
"778",10,"hsa-mir-1825","MIR1825",1825,"20",32237795,32237847,1
"1396",11,"hsa-mir-4755","MIR4755",4755,"20",34049119,34049190,1
"559",12,"hsa-mir-644a","MIR644A",644,"20",34466325,34466418,1
"314",13,"hsa-mir-499a","MIR499A",499,"20",34990376,34990497,1
"315",14,"hsa-mir-499b","MIR499B",499,"20",34990400,34990472,-1
"735",15,"hsa-mir-1289-1","MIR1289-1",1289,"20",35453954,35454097,-1
"449",16,"hsa-mir-548o-2","MIR548O2",548,"20",38516563,38516632,1
"1764",17,"hsa-mir-6871","MIR6871",6871,"20",41169023,41169078,1
"944",18,"hsa-mir-3646","MIR3646",3646,"20",44408120,44408203,1
"1701",19,"hsa-mir-6812","MIR6812",6812,"20",45425510,45425573,1
"937",20,"hsa-mir-3617","MIR3617",3617,"20",45705102,45705180,-1
"936",21,"hsa-mir-3616","MIR3616",3616,"20",47166967,47167058,1
"560",22,"hsa-mir-645","MIR645",645,"20",50585786,50585879,1
"755",23,"hsa-mir-1302-5","MIR1302-5",1302,"20",50614636,50614785,-1
"912",24,"hsa-mir-3194","MIR3194",3194,"20",51452905,51452977,-1
"1397",25,"hsa-mir-4756","MIR4756",4756,"20",54068408,54068485,-1
"1126",26,"hsa-mir-4325","MIR4325",4325,"20",57321502,57321591,-1
"1259",27,"hsa-mir-4532","MIR4532",4532,"20",57895394,57895444,1
"193",28,"hsa-mir-296","MIR296",296,"20",58817615,58817694,-1
"195",29,"hsa-mir-298","MIR298",298,"20",58818226,58818313,-1
"561",30,"hsa-mir-646","MIR646",646,"20",60308474,60308567,1
"1260",31,"hsa-mir-4533","MIR4533",4533,"20",60478111,60478181,1
"400",32,"hsa-mir-548ag-2","MIR548AG2",548,"20",60564562,60564625,1
"695",33,"hsa-mir-1257","MIR1257",1257,"20",61953546,61953662,-1
"913",34,"hsa-mir-3195","MIR3195",3195,"20",62064802,62064885,1
"1399",35,"hsa-mir-4758","MIR4758",4758,"20",62332487,62332557,-1
"12",36,"hsa-mir-1-1","MIR1-1",1,"20",62554306,62554376,1
"103",37,"hsa-mir-133a-2","MIR133A2",133,"20",62564912,62565013,1
"89",38,"hsa-mir-124-3","MIR124-3",124,"20",63178500,63178586,1
"914",39,"hsa-mir-3196","MIR3196",3196,"20",63238779,63238842,1
"1127",40,"hsa-mir-4326","MIR4326",4326,"20",63286808,63286866,1
"631",41,"hsa-mir-941-1","MIR941-1",941,"20",63919449,63919520,1
"632",42,"hsa-mir-941-2","MIR941-2",941,"20",63919505,63919576,1
"633",43,"hsa-mir-941-3","MIR941-3",941,"20",63919561,63919632,1
"634",44,"hsa-mir-941-4","MIR941-4",941,"20",63919756,63919827,1
"635",45,"hsa-mir-941-5","MIR941-5",941,"20",63919868,63919939,1
"786",46,"hsa-mir-1914","MIR1914",1914,"20",63941465,63941544,-1
"562",47,"hsa-mir-647","MIR647",647,"20",63942631,63942726,-1
"1702",48,"hsa-mir-6813","MIR6813",6813,"20",64076955,64077010,-1
"1857",1,"hsa-mir-8069-1","MIR8069-1",8069,"21",6859171,6859256,1
"1607",2,"hsa-mir-6724-1","MIR6724-1",6724,"21",8205315,8205406,1
"945",3,"hsa-mir-3648-1","MIR3648-1",3648,"21",8208473,8208652,1
"986",4,"hsa-mir-3687-1","MIR3687-1",3687,"21",8208844,8208904,1
"1608",5,"hsa-mir-6724-2","MIR6724-2",6724,"21",8249505,8249596,1
"1609",6,"hsa-mir-6724-3","MIR6724-3",6724,"21",8388362,8388453,1
"1610",7,"hsa-mir-6724-4","MIR6724-4",6724,"21",8432530,8432621,1
"946",8,"hsa-mir-3648-2","MIR3648-2",3648,"21",8986999,8987178,1
"987",9,"hsa-mir-3687-2","MIR3687-2",3687,"21",8987370,8987430,1
"866",10,"hsa-mir-3156-3","MIR3156-3",3156,"21",13406384,13406460,-1
"818",11,"hsa-mir-3118-1","MIR3118-1",3118,"21",13644775,13644850,-1
"1858",12,"hsa-mir-8069-2","MIR8069-2",8069,"21",13724189,13724274,1
"72",13,"hsa-mir-99a","MIR99A",99,"21",16539089,16539169,1
"5",14,"hsa-let-7c","MIRLET7C",7,"21",16539828,16539911,1
"92",15,"hsa-mir-125b-2","MIR125B2",125,"21",16590237,16590325,1
"457",16,"hsa-mir-548x","MIR548X",548,"21",18686090,18686164,-1
"1568",17,"hsa-mir-6130","MIR6130",6130,"21",23079284,23079392,1
"134",18,"hsa-mir-155","MIR155",155,"21",25573980,25574044,1
"1400",19,"hsa-mir-4759","MIR4759",4759,"21",26953961,26954043,1
"1128",20,"hsa-mir-4327","MIR4327",4327,"21",30375294,30375378,-1
"1576",21,"hsa-mir-6501","MIR6501",6501,"21",33550662,33550728,1
"603",22,"hsa-mir-802","MIR802",802,"21",35720715,35720808,1
"1583",23,"hsa-mir-6508","MIR6508",6508,"21",39447010,39447069,1
"1401",24,"hsa-mir-4760","MIR4760",4760,"21",40212352,40212431,-1
"915",25,"hsa-mir-3197","MIR3197",3197,"21",41167557,41167629,1
"1703",26,"hsa-mir-6814","MIR6814",6814,"21",41746772,41746841,-1
"1515",27,"hsa-mir-5692b","MIR5692B",5692,"21",42950928,42951014,-1
"1540",28,"hsa-mir-6070","MIR6070",6070,"21",43609887,43609989,-1
"1704",29,"hsa-mir-6815","MIR6815",6815,"21",45478266,45478326,1
"916",1,"hsa-mir-3198-1","MIR3198-1",3198,"22",17764180,17764259,-1
"563",2,"hsa-mir-648","MIR648",648,"22",17980868,17980961,-1
"1402",3,"hsa-mir-4761","MIR4761",4761,"22",19963753,19963834,1
"144",4,"hsa-mir-185","MIR185",185,"22",20033139,20033220,1
"938",5,"hsa-mir-3618","MIR3618",3618,"22",20085746,20085833,1
"763",6,"hsa-mir-1306","MIR1306",1306,"22",20086058,20086142,1
"1705",7,"hsa-mir-6816","MIR6816",6816,"22",20114686,20114751,-1
"732",8,"hsa-mir-1286","MIR1286",1286,"22",20249134,20249211,-1
"564",9,"hsa-mir-649","MIR649",649,"22",21034176,21034272,-1
"199",10,"hsa-mir-301b","MIR301B",301,"22",21652981,21653058,1
"100",11,"hsa-mir-130b","MIR130B",130,"22",21653304,21653385,1
"565",12,"hsa-mir-650","MIR650",650,"22",22822776,22822871,1
"1485",13,"hsa-mir-5571","MIR5571",5571,"22",22886267,22886379,1
"1706",14,"hsa-mir-6817","MIR6817",6817,"22",25455646,25455711,1
"443",15,"hsa-mir-548j","MIR548J",548,"22",26555212,26555323,-1
"918",16,"hsa-mir-3199-1","MIR3199-1",3199,"22",27920525,27920612,-1
"919",17,"hsa-mir-3199-2","MIR3199-2",3199,"22",27920526,27920611,1
"1536",18,"hsa-mir-5739","MIR5739",5739,"22",28459869,28459948,1
"951",19,"hsa-mir-3653","MIR3653",3653,"22",29333158,29333267,-1
"1707",20,"hsa-mir-6818","MIR6818",6818,"22",30007049,30007113,1
"920",21,"hsa-mir-3200","MIR3200",3200,"22",30731557,30731641,1
"1028",22,"hsa-mir-3928","MIR3928",3928,"22",31160062,31160119,-1
"1792",23,"hsa-mir-7109","MIR7109",7109,"22",31621467,31621531,-1
"1405",24,"hsa-mir-4764","MIR4764",4764,"22",33436582,33436669,-1
"1005",25,"hsa-mir-3909","MIR3909",3909,"22",35335640,35335758,1
"1539",26,"hsa-mir-6069","MIR6069",6069,"22",35336721,35336799,-1
"1708",27,"hsa-mir-6819","MIR6819",6819,"22",36286847,36286907,-1
"573",28,"hsa-mir-658","MIR658",658,"22",37844272,37844371,-1
"574",29,"hsa-mir-659","MIR659",659,"22",37847678,37847774,-1
"1709",30,"hsa-mir-6820","MIR6820",6820,"22",37967563,37967624,1
"1261",31,"hsa-mir-4534","MIR4534",4534,"22",37988794,37988853,1
"1407",32,"hsa-mir-4766","MIR4766",4766,"22",40813883,40813958,-1
"725",33,"hsa-mir-1281","MIR1281",1281,"22",41092513,41092566,1
"1782",34,"hsa-mir-6889","MIR6889",6889,"22",41252992,41253050,-1
"60",35,"hsa-mir-33a","MIR33A",33,"22",41900944,41901012,1
"262",36,"hsa-mir-378i","MIR378I",378,"22",41923222,41923297,-1
"684",37,"hsa-mir-1249","MIR1249",1249,"22",45200954,45201019,-1
"1403",38,"hsa-mir-4762","MIR4762",4762,"22",45760524,45760598,1
"939",39,"hsa-mir-3619","MIR3619",3619,"22",46091044,46091126,1
"3",40,"hsa-let-7a-3","MIRLET7A3",7,"22",46112749,46112822,1
"1404",41,"hsa-mir-4763","MIR4763",4763,"22",46113566,46113657,1
"4",42,"hsa-let-7b","MIRLET7B",7,"22",46113686,46113768,1
"921",43,"hsa-mir-3201","MIR3201",3201,"22",48274364,48274415,1
"1262",44,"hsa-mir-4535","MIR4535",4535,"22",48780295,48780353,1
"965",45,"hsa-mir-3667","MIR3667",3667,"22",49543393,49543466,-1
"1710",46,"hsa-mir-6821","MIR6821",6821,"22",49962866,49962939,1
"997",1,"hsa-mir-3690-1","MIR3690-1",3690,"X",1293918,1293992,1
"1559",2,"hsa-mir-6089-1","MIR6089-1",6089,"X",2609191,2609254,1
"1411",3,"hsa-mir-4770","MIR4770",4770,"X",6383906,6383963,-1
"1408",4,"hsa-mir-4767","MIR4767",4767,"X",7147860,7147937,1
"566",5,"hsa-mir-651","MIR651",651,"X",8126965,8127061,1
"418",6,"hsa-mir-548ax","MIR548AX",548,"X",11318614,11318686,-1
"1556",7,"hsa-mir-6086","MIR6086",6086,"X",13590292,13590346,1
"407",8,"hsa-mir-548am","MIR548AM",548,"X",16627012,16627085,-1
"1409",9,"hsa-mir-4768","MIR4768",4768,"X",17425881,17425954,1
"38",10,"hsa-mir-23c","MIR23C",23,"X",20017088,20017187,-1
"1572",11,"hsa-mir-6134","MIR6134",6134,"X",28495555,28495663,-1
"1307",12,"hsa-mir-4666b","MIR4666B",4666,"X",29574278,29574358,1
"1014",13,"hsa-mir-3915","MIR3915",3915,"X",32583656,32583752,-1
"432",14,"hsa-mir-548f-5","MIR548F5",548,"X",32641474,32641559,-1
"404",15,"hsa-mir-548aj-2","MIR548AJ2",548,"X",38023895,38023986,-1
"1033",16,"hsa-mir-3937","MIR3937",3937,"X",39661216,39661321,1
"777",17,"hsa-mir-1587","MIR1587",1587,"X",39837561,39837613,1
"189",18,"hsa-mir-221","MIR221",221,"X",45746157,45746266,-1
"190",19,"hsa-mir-222","MIR222",222,"X",45747015,45747124,-1
"1410",20,"hsa-mir-4769","MIR4769",4769,"X",47587429,47587505,1
"381",21,"hsa-mir-532","MIR532",532,"X",50003148,50003238,1
"147",22,"hsa-mir-188","MIR188",188,"X",50003503,50003588,1
"316",23,"hsa-mir-500a","MIR500A",500,"X",50008431,50008514,1
"233",24,"hsa-mir-362","MIR362",362,"X",50008964,50009028,1
